imei,vehicleName,lat,lng,utc_timestamp,isValid,speed,acc_status,d1_status,heading,altitude,lastIgnitionOnTime,lastIgnitionOffTime,todays_distance,lastNoGpsTime,odometerOffset,odometer,terminalInfo,lastFuelLevel,deviceType,todaysMovingTimeSeconds,todaysWaitingTimeSeconds,idleTimeSeconds,fuelChoice,lastDeviceFuelPercent,capacity,d1_name,d1_On_Seconds,temperature1,temp1Label,temperature2,temp2Label,temperatureUnit,featuresAllowed,agetime,datetime,ingested_at_utc
353742376437570,353742376437570,18.54881,73.9371966,1770369778,1,0,0,0,92,562,1770355282,1770355303,1.99,0,0,1.99,16419,,Teltonika,525,263,14583,0,0,,,0 minutes,0,,0,,Celcius,0,10 minutes ago,2026-02-06 14:52:58,2026-02-06T09:33:13.335936
353742376437570,353742376437570,18.54881,73.9371966,1770369778,1,0,0,0,92,562,1770355282,1770355303,1.99,0,0,1.99,16419,,Teltonika,525,263,14583,0,0,,,0 minutes,0,,0,,Celcius,0,10 minutes ago,2026-02-06 14:52:58,2026-02-06T09:33:48.619141
353742376437570,353742376437570,18.54881,73.9371966,1770369778,1,0,0,0,92,562,1770355282,1770355303,1.99,0,0,1.99,16419,,Teltonika,525,263,14583,0,0,,,0 minutes,0,,0,,Celcius,0,10 minutes ago,2026-02-06 14:52:58,2026-02-06T09:33:51.806987
353742376437570,353742376437570,18.54881,73.9371966,1770369778,1,0,0,0,92,562,1770355282,1770355303,1.99,0,0,1.99,16419,,Teltonika,525,263,14583,0,0,,,0 minutes,0,,0,,Celcius,0,10 minutes ago,2026-02-06 14:52:58,2026-02-06T09:33:55.523903
353742376437570,353742376437570,18.54881,73.9371966,1770369778,1,0,0,0,92,562,1770355282,1770355303,1.99,0,0,1.99,16419,,Teltonika,525,263,14583,0,0,,,0 minutes,0,,0,,Celcius,0,11 minutes ago,2026-02-06 14:52:58,2026-02-06T09:33:59.010102
353742376437570,353742376437570,18.54881,73.9371966,1770369778,1,0,0,0,92,562,1770355282,1770355303,1.99,0,0,1.99,16419,,Teltonika,525,263,14583,0,0,,,0 minutes,0,,0,,Celcius,0,11 minutes ago,2026-02-06 14:52:58,2026-02-06T09:34:02.697212
353742376437570,353742376437570,18.54881,73.9371966,1770369778,1,0,0,0,92,562,1770355282,1770355303,1.99,0,0,1.99,16419,,Teltonika,525,263,14583,0,0,,,0 minutes,0,,0,,Celcius,0,11 minutes ago,2026-02-06 14:52:58,2026-02-06T09:34:05.971877
353742376437570,353742376437570,18.54881,73.9371966,1770369778,1,0,0,0,92,562,1770355282,1770355303,1.99,0,0,1.99,16419,,Teltonika,525,263,14583,0,0,,,0 minutes,0,,0,,Celcius,0,11 minutes ago,2026-02-06 14:52:58,2026-02-06T09:34:09.393913
353742376437570,353742376437570,18.54881,73.9371966,1770369778,1,0,0,0,92,562,1770355282,1770355303,1.99,0,0,1.99,16419,,Teltonika,525,263,14583,0,0,,,0 minutes,0,,0,,Celcius,0,11 minutes ago,2026-02-06 14:52:58,2026-02-06T09:34:12.750408
353742376437570,353742376437570,18.54881,73.9371966,1770369778,1,0,0,0,92,562,1770355282,1770355303,1.99,0,0,1.99,16419,,Teltonika,525,263,14583,0,0,,,0 minutes,0,,0,,Celcius,0,11 minutes ago,2026-02-06 14:52:58,2026-02-06T09:34:16.454092
353742376437570,353742376437570,18.54881,73.9371966,1770369778,1,0,0,0,92,562,1770355282,1770355303,1.99,0,0,1.99,16419,,Teltonika,525,263,14583,0,0,,,0 minutes,0,,0,,Celcius,0,11 minutes ago,2026-02-06 14:52:58,2026-02-06T09:34:19.694200
353742376437570,353742376437570,18.54881,73.9371966,1770369778,1,0,0,0,92,562,1770355282,1770355303,1.99,0,0,1.99,16419,,Teltonika,525,263,14583,0,0,,,0 minutes,0,,0,,Celcius,0,11 minutes ago,2026-02-06 14:52:58,2026-02-06T09:34:22.996587
353742376437570,353742376437570,18.54881,73.9371966,1770369778,1,0,0,0,92,562,1770355282,1770355303,1.99,0,0,1.99,16419,,Teltonika,525,263,14583,0,0,,,0 minutes,0,,0,,Celcius,0,11 minutes ago,2026-02-06 14:52:58,2026-02-06T09:34:26.303597
353742376437570,353742376437570,18.54881,73.9371966,1770369778,1,0,0,0,92,562,1770355282,1770355303,1.99,0,0,1.99,16419,,Teltonika,525,263,14583,0,0,,,0 minutes,0,,0,,Celcius,0,11 minutes ago,2026-02-06 14:52:58,2026-02-06T09:34:29.838879
353742376437570,353742376437570,18.54881,73.9371966,1770369778,1,0,0,0,92,562,1770355282,1770355303,1.99,0,0,1.99,16419,,Teltonika,525,263,14583,0,0,,,0 minutes,0,,0,,Celcius,0,11 minutes ago,2026-02-06 14:52:58,2026-02-06T09:34:33.314144
353742376437570,353742376437570,18.54881,73.9371966,1770369778,1,0,0,0,92,562,1770355282,1770355303,1.99,0,0,1.99,16419,,Teltonika,525,263,14583,0,0,,,0 minutes,0,,0,,Celcius,0,11 minutes ago,2026-02-06 14:52:58,2026-02-06T09:34:36.698717
353742376437570,353742376437570,18.54881,73.9371966,1770369778,1,0,0,0,92,562,1770355282,1770355303,1.99,0,0,1.99,16419,,Teltonika,525,263,14583,0,0,,,0 minutes,0,,0,,Celcius,0,11 minutes ago,2026-02-06 14:52:58,2026-02-06T09:34:40.174955
353742376437570,353742376437570,18.54881,73.9371966,1770369778,1,0,0,0,92,562,1770355282,1770355303,1.99,0,0,1.99,16419,,Teltonika,525,263,14583,0,0,,,0 minutes,0,,0,,Celcius,0,11 minutes ago,2026-02-06 14:52:58,2026-02-06T09:34:43.665825
353742376437570,353742376437570,18.54881,73.9371966,1770369778,1,0,0,0,92,562,1770355282,1770355303,1.99,0,0,1.99,16419,,Teltonika,525,263,14583,0,0,,,0 minutes,0,,0,,Celcius,0,11 minutes ago,2026-02-06 14:52:58,2026-02-06T09:34:47.070500
353742376437570,353742376437570,18.54881,73.9371966,1770369778,1,0,0,0,92,562,1770355282,1770355303,1.99,0,0,1.99,16419,,Teltonika,525,263,14583,0,0,,,0 minutes,0,,0,,Celcius,0,11 minutes ago,2026-02-06 14:52:58,2026-02-06T09:34:50.481136
353742376437570,353742376437570,18.54881,73.9371966,1770369778,1,0,0,0,92,562,1770355282,1770355303,1.99,0,0,1.99,16419,,Teltonika,525,263,14583,0,0,,,0 minutes,0,,0,,Celcius,0,11 minutes ago,2026-02-06 14:52:58,2026-02-06T09:34:53.779576
353742376437570,353742376437570,18.54881,73.9371966,1770369778,1,0,0,0,92,562,1770355282,1770355303,1.99,0,0,1.99,16419,,Teltonika,525,263,14583,0,0,,,0 minutes,0,,0,,Celcius,0,11 minutes ago,2026-02-06 14:52:58,2026-02-06T09:34:57.173912
353742376437570,353742376437570,18.54881,73.9371966,1770369778,1,0,0,0,92,562,1770355282,1770355303,1.99,0,0,1.99,16419,,Teltonika,525,263,14583,0,0,,,0 minutes,0,,0,,Celcius,0,12 minutes ago,2026-02-06 14:52:58,2026-02-06T09:35:00.602872
353742376437570,353742376437570,18.54881,73.9371966,1770369778,1,0,0,0,92,562,1770355282,1770355303,1.99,0,0,1.99,16419,,Teltonika,525,263,14583,0,0,,,0 minutes,0,,0,,Celcius,0,12 minutes ago,2026-02-06 14:52:58,2026-02-06T09:35:04.035840
353742376437570,353742376437570,18.54881,73.9371966,1770369778,1,0,0,0,92,562,1770355282,1770355303,1.99,0,0,1.99,16419,,Teltonika,525,263,14583,0,0,,,0 minutes,0,,0,,Celcius,0,12 minutes ago,2026-02-06 14:52:58,2026-02-06T09:35:07.416310
353742376437570,353742376437570,18.54881,73.9371966,1770369778,1,0,0,0,92,562,1770355282,1770355303,1.99,0,0,1.99,16419,,Teltonika,525,263,14583,0,0,,,0 minutes,0,,0,,Celcius,0,12 minutes ago,2026-02-06 14:52:58,2026-02-06T09:35:11.000167
353742376437570,353742376437570,18.54881,73.9371966,1770369778,1,0,0,0,92,562,1770355282,1770355303,1.99,0,0,1.99,16419,,Teltonika,525,263,14583,0,0,,,0 minutes,0,,0,,Celcius,0,13 minutes ago,2026-02-06 14:52:58,2026-02-06T09:36:57.215352
353742376437570,353742376437570,18.54881,73.9371966,1770369778,1,0,0,0,92,562,1770355282,1770355303,1.99,0,0,1.99,16419,,Teltonika,525,263,14583,0,0,,,0 minutes,0,,0,,Celcius,0,14 minutes ago,2026-02-06 14:52:58,2026-02-06T09:37:00.672866
